word,count
blandās,1
gudrām,1
spriedelē,1
dievs,1
visaugstākais,1
tuvākais,1
tiklīdz,1
izsalcis,1
atriebies,1
apnicis,1
kavējies,1
dzīvajos,1
lode,1
likteni,1
šķir,1
droši,1
nebūs,1
šis,1
niecīgais,1
muļķīgais,1
šeit,1
ielīgsmot,1
nebūsi,1
mīdīts,1
bīdīts,1
žēlo,1
nespēsi,1
jāiet,1
ziņas,1
dzīvība,1
verdzībā,1
žūs,1
stars,1
aklajai,1
vistai,1
grauds,1
atrastos,1
tavs,1
nīcību,1
drūmīgi,1
nīkt,1
izputēt,1
nolemts,1
beigties,1
pasteidzies,1
drīzāki,1
steigties,1
nicināju,1
nevajaga,1
joks,1
visu,1
smejies,1
raud,1
vaid,1
pakavējies,1
netīk,1
citām,1
malām,1
vienā,1
sasmok,1
galam,1
atradis,1
spārni,1
īsi,1
guli,1
liktens,1
sien,1
gaidi,1
nāvi,1
paradīzi,1
paliec,1
vājš,1
bedrē,1
kuļos,1
pliks,1
nātrēm,1
moca,1
nakt,1
dien,1
vējam,1
ātram,1
ziedons,1
tumsība,1
skatās,1
aukstums,1
visur,1
ak,1
visas,1
platās,1
neviens,1
senatnē,1
vīri,1
liktenis,1
rūpestus,1
nedarīja,1
mierīgs,1
zokratam,1
palika,1
trakoja,1
vētra,1
skaists,1
pār,1
dabu,1
vara,1
sirdī,1
spožums,1
gara,1
īsts,1
filozofs,1
pesimists,1
jautri,1
bauda,1
priecājas,1
jauda,1
mieži,1
laukos,1
kupli,1
briest,1
netrūkst,1
daiļas,1
skuķes,1
patīk,1
ciest,1
guļu,1
puķēs,1
neesmu,1
dubļos,1
dziļi,1
stidzis,1
atgriezties,1
labākam,1
gaišums,1
nīcis,1
dvēsele,1
augstākas,1
iegribas,1
uzdevums,1
grūtības,1
nest,1
mūs,1
radot,1
spriedis,1
nevienam,1
atļauts,1
prom,1
mest,1
dzīvojot,1
raudājis,1
cietis,1
augstāks,1
aiz,1
zvaigznēm,1
sprausts,1
šaubās,1
šaubīsies,1
jaunam,1
līķa,1
palags,1
austs,1
asarās,1
paliekam,1
skumdināti,1
nekrīt,1
mats,1
nezina,1
acs,1
nemirstīgs,1
ziedēs,1
pavasars,1
raižu,1
grūtību,1
niknajos,1
karos,1
līgsmībā,1
staros,1
divdesmit,1
gadus,1
lugai,1
pienācis,1
slinkojis,1
centies,1
trūdēt,1
sapņots,1
mūžīgām,1
slavu,1
kapa,1
grib,1
laurus,1
liek,1
lauri,1
gods,1
iznīkst,1
atkal,1
rit,1
šausmīgais,1
rats,1
skumjību,1
sviedīšu,1
tumšo,1
beigšu,1
ilgoties,1
iesākšu,1
ticēt,1
zilumā,1
spīguļo,1
zvaigznes,1
mūžīgā,1
kārtībā,1
kustas,1
drūmajos,1
viļņos,1
valda,1
īss,1
sprīdis,1
tuvu,1
šūpuliskaps,1
svara,1
brīdis,1
laba,1
skumjība,1
strādāšu,1
centīšos,1
labošu,1
pagātnes,1
riebīgās,1
pēdas,1
atpakaļ,1
svabadais,1
celies,1
salauzi,1
kalpības,1
spaidus,1
atpestī,1
cietējus,1
klusini,1
vaidus,1
cēlajais,1
tumšos,1
triec,1
svētos,1
bizuļusgarīdzniekus,1
kuri,1
melš,1
krāpdami,1
niekus,1
māņus,1
liec,1
kungus,1
lepnībā,1
šķērdīgi,1
putina,1
miljonu,1
sviedrus,1
kundzības,1
draugus,1
biedrus,1
savus,1
brāļus,1
spaida,1
klusā,1
naktī,1
lakstīgalas,1
klausīties,1
daiļām,1
meitenēm,1
izrauties,1
ķibelēm,1
vairāk,1
tīk,1
lodes,1
kaujā,1
brīvie,1
skaņas,1
dziesmas,1
atskan,1
trokšņainas,1
peklē,1
gāžas,1
lepnie,1
staigājot,1
košām,1
puķu,1
apskaita,1
siena,1
nelasa,1
manām,1
piktu,1
viņš,1
iemantos,1
